event	flair	bambu	rnabloom	isotools	annotation	gene	species	type	longest_annotation
ENSG00000058404_15_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_15_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_16_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_16_alternative	F	F	F	F	T	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_17_canonical	T	T	T	T	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_17_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_18_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_18_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_19_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_19_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_20_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_20_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_21_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_21_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_22_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_22_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_23_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_23_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_24_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_24_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_25_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_25_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_26_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_26_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_27_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_27_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_28_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_28_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_29_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_29_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_30_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_30_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_31_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_31_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_32_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_32_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_33_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_33_alternative	F	F	F	T	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_34_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_34_alternative	T	F	F	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_35_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_35_alternative	F	T	F	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_36_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_36_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_37_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_37_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_38_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_38_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_39_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_39_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_40_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_40_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_41_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_41_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_42_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_42_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_43_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_43_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_44_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_44_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_45_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_45_alternative	T	T	F	T	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_46_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_46_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_47_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_47_alternative	T	T	F	T	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_48_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_48_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_49_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_49_alternative	T	T	F	T	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_50_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_50_alternative	T	T	F	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_51_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_51_alternative	T	T	F	T	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_52_canonical	F	F	T	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_52_alternative	T	T	F	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_53_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_53_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000058404_54_canonical	F	F	F	F	T	ENSG00000058404	homo_sapiens	canonical	T
ENSG00000058404_54_alternative	F	F	T	F	F	ENSG00000058404	homo_sapiens	alternative	T
ENSG00000197122_1_canonical	T	T	T	T	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_1_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_2_canonical	T	T	T	T	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_2_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_3_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_3_alternative	T	T	T	T	T	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_4_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_4_alternative	F	F	F	F	T	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_5_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_5_alternative	T	T	T	T	T	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_6_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_6_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_7_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_7_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_8_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_8_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_9_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_9_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_10_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_10_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000197122_11_canonical	F	F	F	F	T	ENSG00000197122	homo_sapiens	canonical	T
ENSG00000197122_11_alternative	F	F	T	F	F	ENSG00000197122	homo_sapiens	alternative	T
ENSG00000140416_1_canonical	T	T	T	T	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_1_alternative	T	T	T	T	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_2_canonical	T	T	T	T	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_2_alternative	T	T	T	T	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_3_canonical	T	T	T	T	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_3_alternative	T	T	T	T	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_4_canonical	T	T	T	T	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_4_alternative	T	T	T	F	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_5_canonical	T	T	T	T	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_5_alternative	T	T	T	F	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_6_canonical	T	T	T	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_6_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_7_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_7_alternative	F	F	F	F	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_8_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_8_alternative	T	T	T	F	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_9_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_9_alternative	T	T	T	T	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_10_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_10_alternative	T	T	T	T	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_11_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_11_alternative	F	F	F	F	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_12_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_12_alternative	T	T	T	T	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_13_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_13_alternative	F	F	F	F	T	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_14_canonical	T	T	T	T	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_14_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_15_canonical	T	T	T	T	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_15_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_16_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_16_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_17_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_17_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_18_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_18_alternative	T	T	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_19_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_19_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_20_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_20_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_21_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_21_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_22_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_22_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_23_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_23_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_24_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_24_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_25_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_25_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_26_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_26_alternative	T	T	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_27_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_27_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_28_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_28_alternative	F	F	F	T	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_29_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_29_alternative	T	F	F	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_30_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_30_alternative	F	T	F	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_31_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_31_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_32_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_32_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_33_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_33_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_34_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_34_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000140416_35_canonical	F	F	F	F	T	ENSG00000140416	homo_sapiens	canonical	T
ENSG00000140416_35_alternative	F	F	T	F	F	ENSG00000140416	homo_sapiens	alternative	T
ENSG00000139220_1_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_1_alternative	F	F	T	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_2_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_2_alternative	F	F	T	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_3_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_3_alternative	F	F	T	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_4_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_4_alternative	F	F	T	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_5_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_5_alternative	F	F	F	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_6_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_6_alternative	F	F	F	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_7_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_7_alternative	F	F	F	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_8_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_8_alternative	F	F	F	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_9_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_9_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_10_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_10_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_11_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_11_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_12_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_12_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_13_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_13_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_14_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_14_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_15_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_15_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_16_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_16_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_17_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_17_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_18_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_18_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_19_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_19_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_20_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_20_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_21_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_21_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_22_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_22_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_23_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_23_alternative	F	F	F	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_24_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_24_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_25_canonical	T	T	T	T	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_25_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_26_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_26_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_27_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_27_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_28_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_28_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_29_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_29_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_30_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_30_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_31_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_31_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_32_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_32_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_33_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_33_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_34_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_34_alternative	F	F	F	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_35_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_35_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_36_canonical	F	F	T	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_36_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_37_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_37_alternative	F	F	F	F	T	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_38_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_38_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_39_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_39_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_40_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_40_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_41_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_41_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_42_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_42_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_43_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_43_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_44_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_44_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
ENSG00000139220_45_canonical	F	F	F	F	T	ENSG00000139220	homo_sapiens	canonical	T
ENSG00000139220_45_alternative	F	F	T	F	F	ENSG00000139220	homo_sapiens	alternative	T
